SubSectors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P 500,,,Silver,,,Software,,,Steel,,,Railroads,,,Gold,,,BanksUS,,,Transportation,,,Retail,,,Pharma,,,Metals & Mining,,,Chemicals,,,SOX,,,Biotech,,,Agriculture,,,Homebuilders,,,Airlines,,,Aerospace,,,Automotive,
SPX Index,,,SLVRLN Index,,,S5SFTW Index,,,S5STEL Index,,,S5RAIL Index,,,Gold,,,S5BANKX Index,,,S5TRAN Index,,,S5RETL Index,,,S5PHARX Index,,,S5METL Index,,,S5CHEM Index,,,SOX Index,,,S5BIOTX Index,,,S5AGRI Index,,,S5HOME Index,,,S5AIRLX Index,,,S5AERO Index,,,S5AUCO Index,
Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST,,Date,PX_LAST
2011/04/26,1347.23999,,2011/05/03,4361,,2011/04/25,548.92,,2011/04/25,199.14,,2011/04/25,679.19,,2011/04/14,1465.75,,2011/04/25,139.61,,2011/04/25,340.62,,2011/04/25,533.34,,2011/04/25,314.9,,2011/04/25,221.17,,2011/04/25,332.25,,2011/04/25,443.41,,2011/04/25,1031.65,,2011/04/25,616.88,,2011/04/25,274.18,,2011/04/25,109.65,,2011/04/25,407.74,,2011/04/25,115.8
2011/04/25,1335.25,,2011/04/28,4870,,2011/04/21,548.13,,2011/04/21,199.85,,2011/04/21,674.2,,2011/04/13,1457.5,,2011/04/21,139.72,,2011/04/21,338.72,,2011/04/21,534.88,,2011/04/21,313.41,,2011/04/21,222.68,,2011/04/21,334.47,,2011/04/21,443.2,,2011/04/21,1022.87,,2011/04/21,623.1,,2011/04/21,271.76,,2011/04/21,107.74,,2011/04/21,410.07,,2011/04/21,116.3
2011/04/21,1337.38,,2011/04/27,4530,,2011/04/20,544.92,,2011/04/20,200.08,,2011/04/20,673.66,,2011/04/12,1450.5,,2011/04/20,140.12,,2011/04/20,337.41,,2011/04/20,533.07,,2011/04/20,315.32,,2011/04/20,219.62,,2011/04/20,331.13,,2011/04/20,443.42,,2011/04/20,1027.65,,2011/04/20,618.95,,2011/04/20,277.85,,2011/04/20,110.79,,2011/04/20,406.33,,2011/04/20,114.12
2011/04/20,1330.35999,,2011/04/26,4548,,2011/04/19,536.63,,2011/04/19,197.93,,2011/04/19,684.36,,2011/04/11,1468,,2011/04/19,143.42,,2011/04/19,337.26,,2011/04/19,525.44,,2011/04/19,312.65,,2011/04/19,216.06,,2011/04/19,327.67,,2011/04/19,425.26,,2011/04/19,1014.06,,2011/04/19,604.26,,2011/04/19,274.31,,2011/04/19,110.22,,2011/04/19,396.15,,2011/04/19,110.63
2011/04/19,1312.62,,2011/04/21,4626,,2011/04/18,536.98,,2011/04/18,192.05,,2011/04/18,679.87,,2011/04/08,1469.5,,2011/04/18,142.51,,2011/04/18,336.15,,2011/04/18,524.06,,2011/04/18,309.47,,2011/04/18,211.36,,2011/04/18,322.41,,2011/04/18,423.44,,2011/04/18,1012.9,,2011/04/18,595.45,,2011/04/18,266.9,,2011/04/18,110.03,,2011/04/18,393.92,,2011/04/18,110.83
2011/04/18,1305.14001,,2011/04/20,4479,,2011/04/15,542.27,,2011/04/15,194.69,,2011/04/15,690.32,,2011/04/07,1459.5,,2011/04/15,144.22,,2011/04/15,340.23,,2011/04/15,528.39,,2011/04/15,312.12,,2011/04/15,213.64,,2011/04/15,326.57,,2011/04/15,431.23,,2011/04/15,1023.04,,2011/04/15,602.01,,2011/04/15,266,,2011/04/15,110.79,,2011/04/15,398.93,,2011/04/15,112.28
2011/04/15,1319.68005,,2011/04/19,4322,,2011/04/14,546.36,,2011/04/14,193.71,,2011/04/14,684.11,,2011/04/06,1461.5,,2011/04/14,144.64,,2011/04/14,337.94,,2011/04/14,527.02,,2011/04/14,308.93,,2011/04/14,214.27,,2011/04/14,323.18,,2011/04/14,428.41,,2011/04/14,1015.18,,2011/04/14,605.64,,2011/04/14,261.96,,2011/04/14,110.51,,2011/04/14,397.56,,2011/04/14,112.47
2011/04/14,1314.52002,,2011/04/18,4279,,2011/04/13,546.14,,2011/04/13,193.25,,2011/04/13,684.54,,2011/04/05,1433.5,,2011/04/13,146.49,,2011/04/13,338.52,,2011/04/13,527.79,,2011/04/13,307.16,,2011/04/13,213.75,,2011/04/13,322.39,,2011/04/13,427.89,,2011/04/13,1009.79,,2011/04/13,607.37,,2011/04/13,263.05,,2011/04/13,111.94,,2011/04/13,398.84,,2011/04/13,113.57
2011/04/13,1314.41003,,2011/04/15,4261,,2011/04/12,542.75,,2011/04/12,192.56,,2011/04/12,681.3,,2011/04/04,1435.5,,2011/04/12,148.97,,2011/04/12,339.09,,2011/04/12,526.54,,2011/04/12,308.15,,2011/04/12,216.52,,2011/04/12,323.49,,2011/04/12,426.78,,2011/04/12,999.62,,2011/04/12,614.29,,2011/04/12,265.3,,2011/04/12,112.79,,2011/04/12,402.52,,2011/04/12,112.95
2011/04/12,1314.16003,,2011/04/14,4067,,2011/04/11,548.12,,2011/04/11,196.71,,2011/04/11,679.16,,2011/04/01,1418,,2011/04/11,148.88,,2011/04/11,337.67,,2011/04/11,526.77,,2011/04/11,308.9,,2011/04/11,222.04,,2011/04/11,326.25,,2011/04/11,435.88,,2011/04/11,998.81,,2011/04/11,614.81,,2011/04/11,265.95,,2011/04/11,112.22,,2011/04/11,406.57,,2011/04/11,113.08
2011/04/11,1324.45996,,2011/04/13,4022,,2011/04/08,547.38,,2011/04/08,199.09,,2011/04/08,682.08,,2011/03/31,1439,,2011/04/08,149.44,,2011/04/08,337.72,,2011/04/08,526.1,,2011/04/08,307.08,,2011/04/08,226.47,,2011/04/08,328.84,,2011/04/08,439.58,,2011/04/08,988.64,,2011/04/08,609.62,,2011/04/08,266.34,,2011/04/08,111.27,,2011/04/08,406.3,,2011/04/08,115.63
2011/04/08,1328.17004,,2011/04/12,4044,,2011/04/07,549.93,,2011/04/07,201.97,,2011/04/07,688.46,,2011/03/30,1425.5,,2011/04/07,151.28,,2011/04/07,341.86,,2011/04/07,528.22,,2011/04/07,305.83,,2011/04/07,228.35,,2011/04/07,330.29,,2011/04/07,443.25,,2011/04/07,991.5,,2011/04/07,630.36,,2011/04/07,266.26,,2011/04/07,112.41,,2011/04/07,409.91,,2011/04/07,117.09
2011/04/07,1333.51001,,2011/04/11,4137,,2011/04/06,548.39,,2011/04/06,204.44,,2011/04/06,692.7,,2011/03/29,1417.5,,2011/04/06,152.45,,2011/04/06,344.27,,2011/04/06,526.08,,2011/04/06,306.18,,2011/04/06,226.07,,2011/04/06,332.8,,2011/04/06,445.5,,2011/04/06,992.71,,2011/04/06,631.92,,2011/04/06,262.75,,2011/04/06,115.75,,2011/04/06,409.89,,2011/04/06,118.55
2011/04/06,1335.54004,,2011/04/08,4022,,2011/04/05,546.79,,2011/04/05,205.56,,2011/04/05,693.71,,2011/03/28,1417,,2011/04/05,150.38,,2011/04/05,343.79,,2011/04/05,526.77,,2011/04/05,305.43,,2011/04/05,227.28,,2011/04/05,336.52,,2011/04/05,438.78,,2011/04/05,993.56,,2011/04/05,639.87,,2011/04/05,259.18,,2011/04/05,116.22,,2011/04/05,408.76,,2011/04/05,119.23
2011/04/05,1332.63,,2011/04/07,3951,,2011/04/04,548.81,,2011/04/04,203.17,,2011/04/04,701.66,,2011/03/25,1436,,2011/04/04,150.35,,2011/04/04,346.92,,2011/04/04,520.25,,2011/04/04,306.28,,2011/04/04,222.6,,2011/04/04,334.47,,2011/04/04,429.05,,2011/04/04,1001.58,,2011/04/04,634.68,,2011/04/04,258.65,,2011/04/04,118.7,,2011/04/04,409.08,,2011/04/04,118.43
2011/04/04,1332.87,,2011/04/06,3963,,2011/04/01,547.89,,2011/04/01,200.95,,2011/04/01,701.1,,2011/03/24,1447,,2011/04/01,151.03,,2011/04/01,346.59,,2011/04/01,519.92,,2011/04/01,303.53,,2011/04/01,220.51,,2011/04/01,331.88,,2011/04/01,432.85,,2011/04/01,995.12,,2011/04/01,630.53,,2011/04/01,263.7,,2011/04/01,120.7,,2011/04/01,411.59,,2011/04/01,117.07
2011/04/01,1332.41003,,2011/04/05,3808,,2011/03/31,542.71,,2011/03/31,200.86,,2011/03/31,699.18,,2011/03/23,1439.5,,2011/03/31,149.42,,2011/03/31,344.87,,2011/03/31,515.75,,2011/03/31,302.21,,2011/03/31,221.62,,2011/03/31,329.67,,2011/03/31,437.36,,2011/03/31,997.7,,2011/03/31,622.41,,2011/03/31,261.21,,2011/03/31,120.32,,2011/03/31,409.61,,2011/03/31,115.58
2011/03/31,1325.82996,,2011/04/04,3846,,2011/03/30,542.99,,2011/03/30,203.5,,2011/03/30,694.33,,2011/03/22,1426,,2011/03/30,150.24,,2011/03/30,344.01,,2011/03/30,519.71,,2011/03/30,302.93,,2011/03/30,221.65,,2011/03/30,327.73,,2011/03/30,441.38,,2011/03/30,995.76,,2011/03/30,621.2,,2011/03/30,263.02,,2011/03/30,122.03,,2011/03/30,407.91,,2011/03/30,115.32
2011/03/30,1328.26001,,2011/04/01,3763,,2011/03/29,540.39,,2011/03/29,202.43,,2011/03/29,705.08,,2011/03/21,1432,,2011/03/29,149.11,,2011/03/29,344.39,,2011/03/29,512.72,,2011/03/29,301.36,,2011/03/29,219.17,,2011/03/29,324.92,,2011/03/29,441.04,,2011/03/29,977.26,,2011/03/29,617.4,,2011/03/29,270.88,,2011/03/29,119.18,,2011/03/29,407.48,,2011/03/29,115.17
2011/03/29,1319.43994,,2011/03/31,3787,,2011/03/28,535.71,,2011/03/28,198.46,,2011/03/28,698.56,,2011/03/18,1420,,2011/03/28,148.98,,2011/03/28,342.35,,2011/03/28,505.82,,2011/03/28,300.02,,2011/03/28,216.91,,2011/03/28,322.16,,2011/03/28,436.75,,2011/03/28,967.78,,2011/03/28,611,,2011/03/28,275.97,,2011/03/28,119.84,,2011/03/28,404.43,,2011/03/28,114.4
2011/03/28,1310.18994,,2011/03/30,3753,,2011/03/25,539.17,,2011/03/25,198.69,,2011/03/25,696.67,,2011/03/17,1403.75,,2011/03/25,149.89,,2011/03/25,338.65,,2011/03/25,511.6,,2011/03/25,300.5,,2011/03/25,217.97,,2011/03/25,323.57,,2011/03/25,436.27,,2011/03/25,974.54,,2011/03/25,610.14,,2011/03/25,275.48,,2011/03/25,120.8,,2011/03/25,404.48,,2011/03/25,115.6
2011/03/25,1313.80005,,2011/03/29,3662,,2011/03/24,539.17,,2011/03/24,198.44,,2011/03/24,686.43,,2011/03/16,1402,,2011/03/24,148.45,,2011/03/24,336.46,,2011/03/24,510.93,,2011/03/24,299.99,,2011/03/24,217.99,,2011/03/24,321.19,,2011/03/24,437.41,,2011/03/24,973.79,,2011/03/24,623.45,,2011/03/24,271.07,,2011/03/24,119.46,,2011/03/24,403.62,,2011/03/24,115.29
2011/03/24,1309.66003,,2011/03/28,3662,,2011/03/23,530.44,,2011/03/23,196.88,,2011/03/23,677.39,,2011/03/15,1400.5,,2011/03/23,147.7,,2011/03/23,332.56,,2011/03/23,503.36,,2011/03/23,297.18,,2011/03/23,218.22,,2011/03/23,319.14,,2011/03/23,426.94,,2011/03/23,958.41,,2011/03/23,624.14,,2011/03/23,270.29,,2011/03/23,118.32,,2011/03/23,400.84,,2011/03/23,111.04
2011/03/23,1297.54004,,2011/03/25,3768,,2011/03/22,526.85,,2011/03/22,194.35,,2011/03/22,681.34,,2011/03/14,1422.25,,2011/03/22,148.24,,2011/03/22,333.52,,2011/03/22,498.84,,2011/03/22,297.43,,2011/03/22,211.49,,2011/03/22,317.31,,2011/03/22,422.91,,2011/03/22,953.25,,2011/03/22,622.93,,2011/03/22,267.05,,2011/03/22,117.37,,2011/03/22,397.85,,2011/03/22,111.04
2011/03/22,1293.77002,,2011/03/24,3778,,2011/03/21,527.82,,2011/03/21,194.53,,2011/03/21,688.4,,2011/03/11,1411.5,,2011/03/21,149.57,,2011/03/21,337.72,,2011/03/21,501.25,,2011/03/21,297.24,,2011/03/21,210.84,,2011/03/21,318.5,,2011/03/21,426.79,,2011/03/21,955.71,,2011/03/21,620.16,,2011/03/21,271.31,,2011/03/21,116.99,,2011/03/21,398.84,,2011/03/21,112.96
2011/03/21,1298.38,,2011/03/23,3658,,2011/03/18,518.2,,2011/03/18,189.87,,2011/03/18,674.71,,2011/03/10,1413.25,,2011/03/18,149.7,,2011/03/18,332.13,,2011/03/18,495.1,,2011/03/18,296.59,,2011/03/18,206.93,,2011/03/18,313.27,,2011/03/18,419.2,,2011/03/18,952.3,,2011/03/18,604.26,,2011/03/18,267.99,,2011/03/18,116.22,,2011/03/18,391.22,,2011/03/18,111.4
2011/03/18,1279.20996,,2011/03/22,3595,,2011/03/17,515.62,,2011/03/17,191.14,,2011/03/17,668.27,,2011/03/09,1431,,2011/03/17,147.78,,2011/03/17,329.4,,2011/03/17,494.11,,2011/03/17,293.31,,2011/03/17,207.47,,2011/03/17,310.91,,2011/03/17,417.97,,2011/03/17,956.94,,2011/03/17,600.63,,2011/03/17,264.07,,2011/03/17,112.89,,2011/03/17,387.83,,2011/03/17,110.51
2011/03/17,1273.71997,,2011/03/21,3616,,2011/03/16,512.37,,2011/03/16,186.8,,2011/03/16,651.73,,2011/03/08,1426.25,,2011/03/16,146.36,,2011/03/16,322.83,,2011/03/16,494.83,,2011/03/16,288.63,,2011/03/16,202.58,,2011/03/16,306.48,,2011/03/16,412.44,,2011/03/16,947.1,,2011/03/16,595.27,,2011/03/16,261.31,,2011/03/16,114.51,,2011/03/16,382.95,,2011/03/16,109.41
2011/03/16,1256.88,,2011/03/18,3515,,2011/03/15,525.24,,2011/03/15,191.95,,2011/03/15,662.49,,2011/03/07,1437.5,,2011/03/15,150.01,,2011/03/15,328.98,,2011/03/15,500.63,,2011/03/15,294.42,,2011/03/15,207.99,,2011/03/15,311.75,,2011/03/15,421.79,,2011/03/15,953.41,,2011/03/15,613.6,,2011/03/15,267.52,,2011/03/15,117.94,,2011/03/15,390.88,,2011/03/15,112.7
2011/03/15,1281.87,,2011/03/17,3447,,2011/03/14,532.02,,2011/03/14,194.79,,2011/03/14,666,,2011/03/04,1427,,2011/03/14,150.33,,2011/03/14,332.34,,2011/03/14,503.63,,2011/03/14,298.04,,2011/03/14,205.62,,2011/03/14,314.23,,2011/03/14,427.17,,2011/03/14,963.87,,2011/03/14,618.78,,2011/03/14,262.2,,2011/03/14,118.13,,2011/03/14,395.43,,2011/03/14,111.67
2011/03/14,1296.39001,,2011/03/16,3473,,2011/03/11,535.66,,2011/03/11,194.88,,2011/03/11,671.11,,2011/03/03,1421.5,,2011/03/11,151.67,,2011/03/11,336.36,,2011/03/11,508.66,,2011/03/11,298.58,,2011/03/11,206.17,,2011/03/11,314.62,,2011/03/11,427.91,,2011/03/11,963.23,,2011/03/11,623.79,,2011/03/11,266.76,,2011/03/11,121.18,,2011/03/11,398.38,,2011/03/11,112.06
2011/03/11,1304.28003,,2011/03/15,3388,,2011/03/10,533.35,,2011/03/10,187,,2011/03/10,664.03,,2011/03/02,1435.5,,2011/03/10,150.29,,2011/03/10,332.86,,2011/03/10,504.7,,2011/03/10,298.07,,2011/03/10,200.11,,2011/03/10,312.7,,2011/03/10,423.73,,2011/03/10,949.12,,2011/03/10,612.73,,2011/03/10,268.25,,2011/03/10,119.08,,2011/03/10,394.97,,2011/03/10,110.69
2011/03/10,1295.10999,,2011/03/14,3618,,2011/03/09,545.06,,2011/03/09,194.14,,2011/03/09,671.95,,2011/03/01,1420.75,,2011/03/09,153.62,,2011/03/09,335.4,,2011/03/09,510.3,,2011/03/09,301.75,,2011/03/09,205.14,,2011/03/09,319.2,,2011/03/09,434.35,,2011/03/09,964.32,,2011/03/09,632.61,,2011/03/09,272.55,,2011/03/09,117.27,,2011/03/09,402.01,,2011/03/09,112.49
2011/03/09,1320.02002,,2011/03/11,3410,,2011/03/08,542.57,,2011/03/08,200.68,,2011/03/08,676.14,,2011/02/28,1411,,2011/03/08,152.95,,2011/03/08,335.64,,2011/03/08,506.73,,2011/03/08,301.45,,2011/03/08,210.45,,2011/03/08,322.89,,2011/03/08,447.94,,2011/03/08,963.28,,2011/03/08,639.52,,2011/03/08,269.96,,2011/03/08,120.61,,2011/03/08,402,,2011/03/08,112.91
2011/03/08,1321.81995,,2011/03/10,3519,,2011/03/07,536.89,,2011/03/07,198.62,,2011/03/07,664.57,,2011/02/25,1402.5,,2011/03/07,148.88,,2011/03/07,329.23,,2011/03/07,505.68,,2011/03/07,299.98,,2011/03/07,209.92,,2011/03/07,318.59,,2011/03/07,447.35,,2011/03/07,954.73,,2011/03/07,635.03,,2011/03/07,256.01,,2011/03/07,112.13,,2011/03/07,395.73,,2011/03/07,110.19
2011/03/07,1310.13,,2011/03/09,3617,,2011/03/04,543.89,,2011/03/04,204.22,,2011/03/04,670.23,,2011/02/24,1411.5,,2011/03/04,149.92,,2011/03/04,332.03,,2011/03/04,511.71,,2011/03/04,301.8,,2011/03/04,215.14,,2011/03/04,323.22,,2011/03/04,459.82,,2011/03/04,958.2,,2011/03/04,638.66,,2011/03/04,259.96,,2011/03/04,112.41,,2011/03/04,399.85,,2011/03/04,112.06
2011/03/04,1321.15002,,2011/03/08,3637,,2011/03/03,549.09,,2011/03/03,206.11,,2011/03/03,673.77,,2011/02/23,1409.25,,2011/03/03,152.11,,2011/03/03,335.2,,2011/03/03,514.39,,2011/03/03,301.92,,2011/03/03,216.39,,2011/03/03,325.41,,2011/03/03,464.77,,2011/03/03,954.9,,2011/03/03,644.53,,2011/03/03,265.92,,2011/03/03,112.22,,2011/03/03,404.01,,2011/03/03,113.25
2011/03/03,1330.96997,,2011/03/07,3660,,2011/03/02,540.02,,2011/03/02,200.16,,2011/03/02,663.36,,2011/02/22,1401,,2011/03/02,148.73,,2011/03/02,328.88,,2011/03/02,508.52,,2011/03/02,297.01,,2011/03/02,213.84,,2011/03/02,317.81,,2011/03/02,456.09,,2011/03/02,940.49,,2011/03/02,635.55,,2011/03/02,263.88,,2011/03/02,110.22,,2011/03/02,393.88,,2011/03/02,112.4
2011/03/02,1308.43994,,2011/03/04,3443,,2011/03/01,537.58,,2011/03/01,198.25,,2011/03/01,653.96,,2011/02/21,1403,,2011/03/01,149.49,,2011/03/01,326.96,,2011/03/01,505.38,,2011/03/01,296.55,,2011/03/01,213.84,,2011/03/01,316.71,,2011/03/01,449.78,,2011/03/01,938.85,,2011/03/01,632.95,,2011/03/01,259.47,,2011/03/01,111.56,,2011/03/01,394.63,,2011/03/01,111.89
2011/03/01,1306.32996,,2011/03/03,3453,,2011/02/28,548.09,,2011/02/28,205.05,,2011/02/28,670.33,,2011/02/18,1383.5,,2011/02/28,152.85,,2011/02/28,334.27,,2011/02/28,512.79,,2011/02/28,299.2,,2011/02/28,218.54,,2011/02/28,324.05,,2011/02/28,458.62,,2011/02/28,934.97,,2011/02/28,642.63,,2011/02/28,267.6,,2011/02/28,112.7,,2011/02/28,402.24,,2011/02/28,114.89
2011/02/28,1327.21997,,2011/03/02,3475,,2011/02/25,549.16,,2011/02/25,201.5,,2011/02/25,660.04,,2011/02/17,1379,,2011/02/25,153.21,,2011/02/25,331.48,,2011/02/25,511.83,,2011/02/25,294,,2011/02/25,215.73,,2011/02/25,320.55,,2011/02/25,463.69,,2011/02/25,941.02,,2011/02/25,637.45,,2011/02/25,269.97,,2011/02/25,112.32,,2011/02/25,402.26,,2011/02/25,114.82
2011/02/25,1319.88,,2011/03/01,3437,,2011/02/24,543.95,,2011/02/24,200,,2011/02/24,653.99,,2011/02/16,1371.25,,2011/02/24,150.2,,2011/02/24,330.31,,2011/02/24,510.39,,2011/02/24,293.92,,2011/02/24,214.35,,2011/02/24,314.93,,2011/02/24,451.9,,2011/02/24,928.96,,2011/02/24,629.67,,2011/02/24,266.66,,2011/02/24,112.03,,2011/02/24,398.93,,2011/02/24,112.57
2011/02/24,1306.09998,,2011/02/28,3349,,2011/02/23,542.21,,2011/02/23,198.33,,2011/02/23,648.17,,2011/02/15,1372.75,,2011/02/23,150.7,,2011/02/23,328.34,,2011/02/23,506.27,,2011/02/23,293.1,,2011/02/23,215.72,,2011/02/23,317.05,,2011/02/23,444.27,,2011/02/23,924.17,,2011/02/23,619.99,,2011/02/23,268.3,,2011/02/23,111.37,,2011/02/23,397.22,,2011/02/23,113.2
2011/02/23,1307.40002,,2011/02/25,3254,,2011/02/22,547.16,,2011/02/22,200.66,,2011/02/22,659.38,,2011/02/14,1365,,2011/02/22,150.75,,2011/02/22,334.85,,2011/02/22,515.67,,2011/02/22,295.26,,2011/02/22,215.05,,2011/02/22,320.85,,2011/02/22,452.81,,2011/02/22,933.36,,2011/02/22,639.18,,2011/02/22,271.6,,2011/02/22,113.18,,2011/02/22,401.14,,2011/02/22,116.32
2011/02/22,1315.43994,,2011/02/24,3328,,2011/02/18,561.69,,2011/02/18,209.97,,2011/02/18,674.94,,2011/02/11,1364,,2011/02/18,156.21,,2011/02/18,346.42,,2011/02/18,526.8,,2011/02/18,298.46,,2011/02/18,223.52,,2011/02/18,329.72,,2011/02/18,471.46,,2011/02/18,943.26,,2011/02/18,650.76,,2011/02/18,288.98,,2011/02/18,119.75,,2011/02/18,411.23,,2011/02/18,119.93
2011/02/18,1343.01001,,2011/02/23,3329,,2011/02/17,559.06,,2011/02/17,213.68,,2011/02/17,678.09,,2011/02/10,1353.25,,2011/02/17,156.64,,2011/02/17,346.32,,2011/02/17,526.36,,2011/02/17,299.17,,2011/02/17,228.92,,2011/02/17,330.42,,2011/02/17,473.22,,2011/02/17,944.39,,2011/02/17,647.82,,2011/02/17,289.43,,2011/02/17,119.08,,2011/02/17,408.16,,2011/02/17,120.64
2011/02/17,1340.43005,,2011/02/22,3289,,2011/02/16,557.14,,2011/02/16,208.3,,2011/02/16,676.31,,2011/02/09,1365,,2011/02/16,158.42,,2011/02/16,344.58,,2011/02/16,526.22,,2011/02/16,297.9,,2011/02/16,226.71,,2011/02/16,327.92,,2011/02/16,466.56,,2011/02/16,948.55,,2011/02/16,641.6,,2011/02/16,282,,2011/02/16,117.94,,2011/02/16,408.46,,2011/02/16,121.12
2011/02/16,1336.31995,,2011/02/21,3343,,2011/02/15,554.71,,2011/02/15,206.77,,2011/02/15,674.88,,2011/02/08,1363.5,,2011/02/15,159.25,,2011/02/15,342.17,,2011/02/15,523.43,,2011/02/15,296.97,,2011/02/15,224.74,,2011/02/15,323.26,,2011/02/15,461.38,,2011/02/15,947.84,,2011/02/15,630.19,,2011/02/15,277.24,,2011/02/15,117.84,,2011/02/15,408.13,,2011/02/15,120.71
2011/02/15,1328.01001,,2011/02/18,3194,,2011/02/14,557.31,,2011/02/14,205.68,,2011/02/14,676.64,,2011/02/07,1347.5,,2011/02/14,159.85,,2011/02/14,341.42,,2011/02/14,523.2,,2011/02/14,296.54,,2011/02/14,226.25,,2011/02/14,327.97,,2011/02/14,466.4,,2011/02/14,942.59,,2011/02/14,633.47,,2011/02/14,280.78,,2011/02/14,116.13,,2011/02/14,409.06,,2011/02/14,120.51
2011/02/14,1332.31995,,2011/02/17,3061,,2011/02/11,557.16,,2011/02/11,199.95,,2011/02/11,675.15,,2011/02/04,1355,,2011/02/11,159.35,,2011/02/11,343,,2011/02/11,524.28,,2011/02/11,295.4,,2011/02/11,219.77,,2011/02/11,327.67,,2011/02/11,462.82,,2011/02/11,935.34,,2011/02/11,626.04,,2011/02/11,284.53,,2011/02/11,118.03,,2011/02/11,410.42,,2011/02/11,121.95
2011/02/11,1329.15002,,2011/02/16,3077,,2011/02/10,555.72,,2011/02/10,198.61,,2011/02/10,664.04,,2011/02/03,1328,,2011/02/10,156.09,,2011/02/10,338.99,,2011/02/10,520.14,,2011/02/10,296.95,,2011/02/10,219.11,,2011/02/10,325.99,,2011/02/10,459.25,,2011/02/10,939.63,,2011/02/10,612.56,,2011/02/10,282.87,,2011/02/10,117.27,,2011/02/10,410.24,,2011/02/10,119.11
2011/02/10,1321.87,,2011/02/15,3072,,2011/02/09,553.69,,2011/02/09,196.31,,2011/02/09,653.96,,2011/02/02,1337,,2011/02/09,156.94,,2011/02/09,334.67,,2011/02/09,518.25,,2011/02/09,297.23,,2011/02/09,219.42,,2011/02/09,324.09,,2011/02/09,457.6,,2011/02/09,936.79,,2011/02/09,622.58,,2011/02/09,285.54,,2011/02/09,116.89,,2011/02/09,410.09,,2011/02/09,118.67
2011/02/09,1320.88,,2011/02/14,3016,,2011/02/08,559.28,,2011/02/08,201.21,,2011/02/08,649.45,,2011/02/01,1331.5,,2011/02/08,159.69,,2011/02/08,333.65,,2011/02/08,517.13,,2011/02/08,297.74,,2011/02/08,224.4,,2011/02/08,325.22,,2011/02/08,460.9,,2011/02/08,945.63,,2011/02/08,623.79,,2011/02/08,283.59,,2011/02/08,116.03,,2011/02/08,409.33,,2011/02/08,119.22
2011/02/08,1324.56995,,2011/02/11,3000,,2011/02/07,556.47,,2011/02/07,202.21,,2011/02/07,647.54,,2011/01/31,1327,,2011/02/07,157.07,,2011/02/07,332.59,,2011/02/07,509.53,,2011/02/07,297,,2011/02/07,223.73,,2011/02/07,324.34,,2011/02/07,461.25,,2011/02/07,941.79,,2011/02/07,621.37,,2011/02/07,275.76,,2011/02/07,114.51,,2011/02/07,406.87,,2011/02/07,118.05
2011/02/07,1319.05005,,2011/02/10,2980,,2011/02/04,552.53,,2011/02/04,201.15,,2011/02/04,642.74,,2011/01/28,1319,,2011/02/04,154.94,,2011/02/04,331.48,,2011/02/04,507.22,,2011/02/04,297.78,,2011/02/04,224.58,,2011/02/04,321.13,,2011/02/04,463.11,,2011/02/04,946.6,,2011/02/04,623.79,,2011/02/04,270.1,,2011/02/04,111.65,,2011/02/04,403.06,,2011/02/04,115.45
2011/02/04,1310.87,,2011/02/09,3022,,2011/02/03,550.85,,2011/02/03,203.34,,2011/02/03,639.47,,2011/01/27,1334.5,,2011/02/03,154.6,,2011/02/03,330.42,,2011/02/03,501.93,,2011/02/03,297.07,,2011/02/03,225.9,,2011/02/03,319.79,,2011/02/03,453.66,,2011/02/03,941.86,,2011/02/03,612.73,,2011/02/03,272.27,,2011/02/03,111.27,,2011/02/03,401.65,,2011/02/03,114.74
2011/02/03,1307.09998,,2011/02/08,2942,,2011/02/02,552.08,,2011/02/02,201.92,,2011/02/02,645.28,,2011/01/26,1328,,2011/02/02,154.11,,2011/02/02,330.66,,2011/02/02,495.59,,2011/02/02,296.54,,2011/02/02,223.18,,2011/02/02,320.32,,2011/02/02,453.91,,2011/02/02,958.81,,2011/02/02,610.66,,2011/02/02,278.74,,2011/02/02,110.22,,2011/02/02,402.11,,2011/02/02,112.92
2011/02/02,1304.03003,,2011/02/07,2921,,2011/02/01,550.73,,2011/02/01,200.69,,2011/02/01,654.79,,2011/01/25,1324,,2011/02/01,156.19,,2011/02/01,336.23,,2011/02/01,501.96,,2011/02/01,297.83,,2011/02/01,224.77,,2011/02/01,320.31,,2011/02/01,451.83,,2011/02/01,950.43,,2011/02/01,599.77,,2011/02/01,283.5,,2011/02/01,112.89,,2011/02/01,400.85,,2011/02/01,116.05
